gene,type
ENSG00000161973,disease
ENSG00000161980,non-disease
ENSG00000161981,non-disease
ENSG00000161992,non-disease
ENSG00000161996,non-disease
ENSG00000161999,non-disease
ENSG00000162004,disease
ENSG00000162006,non-disease
ENSG00000162009,disease
ENSG00000162039,non-disease
ENSG00000162040,non-disease
ENSG00000162062,non-disease
ENSG00000162063,non-disease
ENSG00000162068,non-disease
ENSG00000162069,non-disease
ENSG00000162073,disease
ENSG00000162076,non-disease
ENSG00000162078,non-disease
ENSG00000162104,disease
ENSG00000162105,disease
ENSG00000162139,disease
ENSG00000162144,non-disease
ENSG00000162148,non-disease
ENSG00000162174,non-disease
ENSG00000162191,non-disease
ENSG00000162194,non-disease
ENSG00000162227,non-disease
ENSG00000162231,non-disease
ENSG00000162236,disease
ENSG00000162241,non-disease
ENSG00000162267,disease
ENSG00000162298,non-disease
ENSG00000162300,non-disease
ENSG00000162302,disease
ENSG00000162337,disease
ENSG00000162341,disease
ENSG00000162344,disease
ENSG00000162366,disease
ENSG00000162367,disease
ENSG00000162368,non-disease
ENSG00000162374,disease
ENSG00000162377,non-disease
ENSG00000162383,disease
ENSG00000162384,non-disease
ENSG00000162390,disease
ENSG00000162391,disease
ENSG00000162396,disease
ENSG00000162398,non-disease
ENSG00000162399,disease
ENSG00000162402,disease
ENSG00000162407,disease
ENSG00000162408,non-disease
ENSG00000162409,disease
ENSG00000162413,disease
ENSG00000162415,disease
ENSG00000162419,non-disease
ENSG00000162426,non-disease
ENSG00000162433,non-disease
ENSG00000162434,disease
ENSG00000162437,non-disease
ENSG00000162438,disease
ENSG00000162444,non-disease
ENSG00000162456,non-disease
ENSG00000162458,non-disease
ENSG00000162460,non-disease
ENSG00000162461,disease
ENSG00000162482,disease
ENSG00000162490,non-disease
ENSG00000162493,disease
ENSG00000162494,non-disease
ENSG00000162496,disease
ENSG00000162510,disease
ENSG00000162511,disease
ENSG00000162512,disease
ENSG00000162517,non-disease
ENSG00000162520,non-disease
ENSG00000162522,non-disease
ENSG00000162526,non-disease
ENSG00000162542,disease
ENSG00000162543,non-disease
ENSG00000162551,disease
ENSG00000162552,disease
ENSG00000162571,non-disease
ENSG00000162572,disease
ENSG00000162576,non-disease
ENSG00000162591,non-disease
ENSG00000162592,disease
ENSG00000162594,disease
ENSG00000162595,disease
ENSG00000162598,disease
ENSG00000162599,disease
ENSG00000162600,disease
ENSG00000162601,disease
ENSG00000162604,non-disease
ENSG00000162607,disease
ENSG00000162613,non-disease
ENSG00000162614,disease
ENSG00000162618,disease
ENSG00000162620,non-disease
ENSG00000162621,non-disease
ENSG00000162623,disease
ENSG00000162624,disease
ENSG00000162627,disease
ENSG00000162631,disease
ENSG00000162636,disease
ENSG00000162639,non-disease
ENSG00000162641,disease
ENSG00000162642,non-disease
ENSG00000162643,disease
ENSG00000162645,disease
ENSG00000162650,disease
ENSG00000162664,disease
ENSG00000162669,disease
ENSG00000162670,disease
ENSG00000162676,disease
ENSG00000162687,disease
ENSG00000162688,disease
ENSG00000162692,disease
ENSG00000162694,non-disease
ENSG00000162695,disease
ENSG00000162702,disease
ENSG00000162706,disease
ENSG00000162711,disease
ENSG00000162714,disease
ENSG00000162722,disease
ENSG00000162723,non-disease
ENSG00000162728,disease
ENSG00000162729,non-disease
ENSG00000162733,disease
ENSG00000162735,disease
ENSG00000162736,disease
ENSG00000162738,disease
ENSG00000162739,disease
ENSG00000162745,disease
ENSG00000162746,disease
ENSG00000162753,non-disease
ENSG00000162755,non-disease
ENSG00000162757,non-disease
ENSG00000162761,disease
ENSG00000162763,disease
ENSG00000162769,disease
ENSG00000162771,non-disease
ENSG00000162772,disease
ENSG00000162775,non-disease
ENSG00000162777,disease
ENSG00000162779,non-disease
ENSG00000162782,disease
ENSG00000162783,disease
ENSG00000162804,non-disease
ENSG00000162814,disease
ENSG00000162817,disease
ENSG00000162819,non-disease
ENSG00000162836,disease
ENSG00000162843,disease
ENSG00000162849,disease
ENSG00000162851,disease
ENSG00000162852,non-disease
ENSG00000162869,non-disease
ENSG00000162873,non-disease
ENSG00000162877,disease
ENSG00000162878,disease
ENSG00000162881,disease
ENSG00000162882,disease
ENSG00000162885,non-disease
ENSG00000162889,disease
ENSG00000162891,disease
ENSG00000162892,disease
ENSG00000162894,non-disease
ENSG00000162896,disease
ENSG00000162897,disease
ENSG00000162909,disease
ENSG00000162910,disease
ENSG00000162913,non-disease
ENSG00000162923,disease
ENSG00000162924,disease
ENSG00000162927,disease
ENSG00000162928,disease
ENSG00000162929,disease
ENSG00000162931,disease
ENSG00000162944,disease
ENSG00000162946,disease
ENSG00000162949,disease
ENSG00000162951,disease
ENSG00000162959,disease
ENSG00000162972,disease
ENSG00000162975,non-disease
ENSG00000162976,non-disease
ENSG00000162980,non-disease
ENSG00000162981,disease
ENSG00000162989,disease
ENSG00000162992,disease
ENSG00000162994,non-disease
ENSG00000162998,disease
ENSG00000162999,non-disease
ENSG00000163001,non-disease
ENSG00000163002,disease
ENSG00000163006,non-disease
ENSG00000163012,disease
ENSG00000163013,non-disease
ENSG00000163017,disease
ENSG00000163026,non-disease
ENSG00000163029,non-disease
ENSG00000163046,non-disease
ENSG00000163050,disease
ENSG00000163053,non-disease
ENSG00000163060,non-disease
ENSG00000163069,disease
ENSG00000163071,disease
ENSG00000163072,disease
ENSG00000163075,disease
ENSG00000163082,non-disease
ENSG00000163083,disease
ENSG00000163092,disease
ENSG00000163104,disease
ENSG00000163106,disease
ENSG00000163110,disease
ENSG00000163114,disease
ENSG00000163116,non-disease
ENSG00000163125,disease
ENSG00000163126,non-disease
ENSG00000163131,disease
ENSG00000163138,non-disease
ENSG00000163141,disease
ENSG00000163145,disease
ENSG00000163154,non-disease
ENSG00000163155,non-disease
ENSG00000163156,non-disease
ENSG00000163157,non-disease
ENSG00000163159,disease
ENSG00000163161,disease
ENSG00000163162,disease
ENSG00000163166,disease
ENSG00000163170,disease
ENSG00000163171,disease
ENSG00000163206,disease
ENSG00000163207,disease
ENSG00000163209,non-disease
ENSG00000163214,non-disease
ENSG00000163217,disease
ENSG00000163218,disease
ENSG00000163219,disease
ENSG00000163220,disease
ENSG00000163221,disease
ENSG00000163235,disease
ENSG00000163239,disease
ENSG00000163251,disease
ENSG00000163254,disease
ENSG00000163257,non-disease
ENSG00000163263,non-disease
ENSG00000163273,disease
ENSG00000163281,disease
ENSG00000163285,disease
ENSG00000163288,disease
ENSG00000163291,non-disease
ENSG00000163293,non-disease
ENSG00000163295,disease
ENSG00000163297,disease
ENSG00000163312,disease
ENSG00000163319,disease
ENSG00000163320,non-disease
ENSG00000163322,non-disease
ENSG00000163328,disease
ENSG00000163331,disease
ENSG00000163344,disease
ENSG00000163346,non-disease
ENSG00000163347,disease
ENSG00000163348,non-disease
ENSG00000163349,non-disease
ENSG00000163352,non-disease
ENSG00000163354,disease
ENSG00000163357,disease
ENSG00000163359,disease
ENSG00000163362,disease
ENSG00000163374,disease
ENSG00000163376,disease
ENSG00000163377,disease
ENSG00000163378,non-disease
ENSG00000163380,disease
ENSG00000163382,disease
ENSG00000163389,non-disease
ENSG00000163393,disease
ENSG00000163394,disease
ENSG00000163395,disease
ENSG00000163399,disease
ENSG00000163406,disease
ENSG00000163421,disease
ENSG00000163428,disease
ENSG00000163430,disease
ENSG00000163431,disease
ENSG00000163435,disease
ENSG00000163440,non-disease
ENSG00000163444,disease
ENSG00000163449,disease
ENSG00000163453,disease
ENSG00000163462,non-disease
ENSG00000163463,non-disease
ENSG00000163464,disease
ENSG00000163467,non-disease
ENSG00000163468,disease
ENSG00000163472,disease
ENSG00000163479,disease
ENSG00000163481,non-disease
ENSG00000163482,disease
ENSG00000163485,disease
ENSG00000163491,disease
ENSG00000163492,disease
ENSG00000163497,disease
ENSG00000163499,disease
ENSG00000163501,disease
ENSG00000163507,non-disease
ENSG00000163508,disease
ENSG00000163510,disease
ENSG00000163512,non-disease
ENSG00000163513,disease
ENSG00000163516,non-disease
ENSG00000163517,disease
ENSG00000163518,disease
ENSG00000163519,non-disease
ENSG00000163520,disease
ENSG00000163521,non-disease
ENSG00000163527,disease
ENSG00000163528,disease
ENSG00000163530,disease
ENSG00000163531,disease
ENSG00000163534,disease
ENSG00000163535,disease
ENSG00000163536,disease
ENSG00000163539,disease
ENSG00000163541,disease
ENSG00000163545,non-disease
ENSG00000163554,disease
ENSG00000163563,disease
ENSG00000163564,disease
ENSG00000163565,disease
ENSG00000163568,disease
ENSG00000163576,disease
ENSG00000163581,disease
ENSG00000163584,disease
ENSG00000163586,disease
ENSG00000163590,disease
ENSG00000163596,disease
ENSG00000163599,disease
ENSG00000163600,disease
ENSG00000163602,disease
ENSG00000163605,non-disease
ENSG00000163606,disease
ENSG00000163607,disease
ENSG00000163608,disease
ENSG00000163611,non-disease
ENSG00000163617,non-disease
ENSG00000163618,disease
ENSG00000163623,disease
ENSG00000163624,disease
ENSG00000163625,disease
ENSG00000163626,disease
ENSG00000163629,disease
ENSG00000163630,disease
ENSG00000163631,disease
ENSG00000163632,non-disease
ENSG00000163633,disease
ENSG00000163634,disease
ENSG00000163635,disease
ENSG00000163636,disease
ENSG00000163637,disease
ENSG00000163638,disease
ENSG00000163644,disease
ENSG00000163645,non-disease
ENSG00000163646,disease
ENSG00000163655,disease
ENSG00000163659,disease
ENSG00000163660,non-disease
ENSG00000163661,disease
ENSG00000163666,disease
ENSG00000163673,disease
ENSG00000163681,non-disease
ENSG00000163683,non-disease
ENSG00000163686,non-disease
ENSG00000163687,disease
ENSG00000163689,disease
ENSG00000163694,disease
ENSG00000163697,disease
ENSG00000163701,disease
ENSG00000163702,non-disease
ENSG00000163703,disease
ENSG00000163704,non-disease
ENSG00000163705,non-disease
ENSG00000163710,non-disease
ENSG00000163714,non-disease
ENSG00000163719,disease
ENSG00000163728,disease
ENSG00000163734,disease
ENSG00000163735,disease
ENSG00000163736,disease
ENSG00000163737,disease
ENSG00000163738,disease
ENSG00000163739,disease
ENSG00000163743,disease
ENSG00000163749,disease
ENSG00000163751,non-disease
ENSG00000163754,disease
ENSG00000163755,disease
ENSG00000163762,non-disease
ENSG00000163781,disease
ENSG00000163785,disease
ENSG00000163788,non-disease
ENSG00000163792,non-disease
ENSG00000163793,non-disease
ENSG00000163794,disease
ENSG00000163795,disease
ENSG00000163798,disease
ENSG00000163803,disease
ENSG00000163806,non-disease
ENSG00000163807,non-disease
ENSG00000163808,non-disease
ENSG00000163810,disease
ENSG00000163811,non-disease
ENSG00000163812,non-disease
ENSG00000163814,non-disease
ENSG00000163815,disease
ENSG00000163817,disease
ENSG00000163818,disease
ENSG00000163823,disease
ENSG00000163825,disease
ENSG00000163827,disease
ENSG00000163832,non-disease
ENSG00000163833,disease
ENSG00000163840,non-disease
ENSG00000163848,disease
ENSG00000163864,disease
ENSG00000163870,non-disease
ENSG00000163872,disease
ENSG00000163873,disease
ENSG00000163874,non-disease
ENSG00000163875,disease
ENSG00000163877,disease
ENSG00000163879,disease
ENSG00000163882,disease
ENSG00000163884,disease
ENSG00000163885,disease
ENSG00000163898,disease
ENSG00000163900,non-disease
ENSG00000163902,disease
ENSG00000163904,non-disease
ENSG00000163909,non-disease
ENSG00000163913,disease
ENSG00000163914,disease
ENSG00000163918,disease
ENSG00000163923,non-disease
ENSG00000163930,disease
ENSG00000163931,disease
ENSG00000163932,disease
ENSG00000163935,disease
ENSG00000163938,disease
ENSG00000163939,disease
ENSG00000163945,disease
ENSG00000163946,non-disease
ENSG00000163947,disease
ENSG00000163950,non-disease
ENSG00000163956,disease
ENSG00000163958,disease
ENSG00000163959,non-disease
ENSG00000163960,non-disease
ENSG00000163961,disease
ENSG00000163964,non-disease
ENSG00000163975,disease
ENSG00000163982,non-disease
ENSG00000163993,non-disease
ENSG00000163995,disease
ENSG00000164002,non-disease
ENSG00000164007,disease
ENSG00000164008,non-disease
ENSG00000164010,disease
ENSG00000164011,non-disease
ENSG00000164022,disease
ENSG00000164023,disease
ENSG00000164024,disease
ENSG00000164031,non-disease
ENSG00000164035,disease
ENSG00000164038,non-disease
ENSG00000164039,disease
ENSG00000164040,disease
ENSG00000164045,non-disease
ENSG00000164047,non-disease
ENSG00000164048,non-disease
ENSG00000164049,non-disease
ENSG00000164050,disease
ENSG00000164051,disease
ENSG00000164053,disease
ENSG00000164054,disease
ENSG00000164056,disease
ENSG00000164061,disease
ENSG00000164062,disease
ENSG00000164066,non-disease
ENSG00000164068,disease
ENSG00000164070,disease
ENSG00000164073,disease
ENSG00000164074,non-disease
ENSG00000164076,disease
ENSG00000164077,disease
ENSG00000164078,disease
ENSG00000164080,disease
ENSG00000164081,non-disease
ENSG00000164082,disease
ENSG00000164086,non-disease
ENSG00000164087,disease
ENSG00000164088,disease
ENSG00000164089,disease
ENSG00000164091,non-disease
ENSG00000164093,disease
ENSG00000164096,disease
ENSG00000164099,disease
ENSG00000164100,disease
ENSG00000164105,non-disease
ENSG00000164106,disease
ENSG00000164109,disease
ENSG00000164111,disease
ENSG00000164113,disease
ENSG00000164114,disease
ENSG00000164116,disease
ENSG00000164117,disease
ENSG00000164118,non-disease
ENSG00000164120,disease
ENSG00000164122,disease
ENSG00000164123,disease
ENSG00000164124,disease
ENSG00000164125,non-disease
ENSG00000164128,disease
ENSG00000164129,disease
ENSG00000164134,non-disease
ENSG00000164136,disease
ENSG00000164142,disease
ENSG00000164144,non-disease
ENSG00000164151,disease
ENSG00000164161,disease
ENSG00000164163,disease
ENSG00000164164,non-disease
ENSG00000164168,non-disease
ENSG00000164169,non-disease
ENSG00000164171,disease
ENSG00000164172,disease
ENSG00000164175,disease
ENSG00000164176,disease
ENSG00000164180,disease
ENSG00000164181,disease
ENSG00000164182,disease
ENSG00000164185,non-disease
ENSG00000164187,disease
ENSG00000164188,disease
ENSG00000164190,disease
ENSG00000164197,disease
ENSG00000164199,disease
ENSG00000164209,disease
ENSG00000164211,disease
ENSG00000164219,disease
ENSG00000164220,disease
ENSG00000164221,non-disease
ENSG00000164236,disease
ENSG00000164237,disease
ENSG00000164244,disease
ENSG00000164251,disease
ENSG00000164252,disease
ENSG00000164253,disease
ENSG00000164258,disease
ENSG00000164265,disease
ENSG00000164266,disease
ENSG00000164270,disease
ENSG00000164283,disease
ENSG00000164284,disease
ENSG00000164287,non-disease
ENSG00000164291,non-disease
ENSG00000164292,disease
ENSG00000164294,non-disease
ENSG00000164299,non-disease
ENSG00000164300,disease
ENSG00000164303,non-disease
ENSG00000164304,non-disease
ENSG00000164305,disease
ENSG00000164306,disease
ENSG00000164307,disease
ENSG00000164308,disease
ENSG00000164309,disease
ENSG00000164318,disease
ENSG00000164323,non-disease
ENSG00000164325,disease
ENSG00000164326,disease
ENSG00000164327,disease
ENSG00000164329,disease
ENSG00000164331,non-disease
ENSG00000164334,disease
ENSG00000164338,non-disease
ENSG00000164342,disease
ENSG00000164344,disease
ENSG00000164347,disease
ENSG00000164362,disease
ENSG00000164363,disease
ENSG00000164366,non-disease
ENSG00000164393,non-disease
ENSG00000164399,disease
ENSG00000164400,disease
ENSG00000164402,disease
ENSG00000164403,non-disease
ENSG00000164404,disease
ENSG00000164405,disease
ENSG00000164414,disease
ENSG00000164418,disease
ENSG00000164430,non-disease
