Gene	Symbol	Uniprot	Gene Name	Pathway	Protein Class	DSI	DPI	# Of Diseases	Gene	Source	Gene	Source	Gene	# Of SNPs	Source	gene	# Of Genes	Source	gene	Source
8081	AD5	null	Alzheimer disease 5	null	null	0.739069513160894	0.259259259259259	13	8081	ALL	8081	ALL	8081	0	ALL	8081	7373	ALL	8081	ALL
8102	XRS	null	X-ray sensitivity	null	null	0.730664536385224	0.444444444444444	13	8102	ALL	8102	ALL	8102	0	ALL	8102	2389	ALL	8102	ALL
8295	TRRAP	Q9Y4A5	transformation/transcription domain-associated protein	Chromatin organization; Signal Transduction	transferase; kinase; nucleic acid binding	0.758214398374014	0.37037037037037	13	8295	ALL	8295	ALL	8295	2	ALL	8295	8807	ALL	8295	ALL
8406	SRPX	P78539	sushi-repeat containing protein, X-linked	null	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	0.758214398374014	0.444444444444444	13	8406	ALL	8406	ALL	8406	3	ALL	8406	5545	ALL	8406	ALL
8436	SDPR	O95810	serum deprivation response	null	transcription factor	0.730664536385224	0.444444444444444	13	8436	ALL	8436	ALL	8436	1	ALL	8436	6578	ALL	8436	ALL
8445	DYRK2	Q92630	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	null	transferase; kinase	0.748206243090118	0.259259259259259	13	8445	ALL	8445	ALL	8445	0	ALL	8445	6807	ALL	8445	ALL
8467	SMARCA5	O60264	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	Cell Cycle; DNA Repair; Gene Expression	null	0.739069513160894	0.185185185185185	13	8467	ALL	8467	ALL	8467	0	ALL	8467	6698	ALL	8467	ALL
8482	SEMA7A	O75326	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	Developmental Biology	signaling molecule	0.758214398374014	0.296296296296296	13	8482	ALL	8482	ALL	8482	6	ALL	8482	2893	ALL	8482	ALL
8547	FCN3	O75636	ficolin (collagen/fibrinogen domain containing) 3	Immune System	signaling molecule	0.730664536385224	0.407407407407407	13	8547	ALL	8547	ALL	8547	1	ALL	8547	5247	ALL	8547	ALL
8557	TCAP	O15273	titin-cap	Muscle contraction	cytoskeletal protein	0.748206243090118	0.259259259259259	13	8557	ALL	8557	ALL	8557	6	ALL	8557	5038	ALL	8557	ALL
8565	YARS	P54577	tyrosyl-tRNA synthetase	Gene Expression	ligase	0.769277900758122	0.259259259259259	13	8565	ALL	8565	ALL	8565	4	ALL	8565	5636	ALL	8565	ALL
8569	MKNK1	Q9BUB5	MAP kinase interacting serine/threonine kinase 1	Signal Transduction	cytoskeletal protein; transferase; kinase	0.730664536385224	0.518518518518518	13	8569	ALL	8569	ALL	8569	0	ALL	8569	8181	ALL	8569	ALL
8685	MARCO	Q9UEW3	macrophage receptor with collagenous structure	Vesicle-mediated transport	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	0.748206243090118	0.296296296296296	13	8685	ALL	8685	ALL	8685	0	ALL	8685	3055	ALL	8685	ALL
8733	GPAA1	O43292	glycosylphosphatidylinositol anchor attachment 1	Metabolism of proteins	null	0.739069513160894	0.37037037037037	13	8733	ALL	8733	ALL	8733	1	ALL	8733	6440	ALL	8733	ALL
8928	FOXH1	O75593	forkhead box H1	Developmental Biology; Signal Transduction	transcription factor; nucleic acid binding	0.739069513160894	0.333333333333333	13	8928	ALL	8928	ALL	8928	0	ALL	8928	5411	ALL	8928	ALL
9079	LDB2	O43679	LIM domain binding 2	null	transcription factor	0.739069513160894	0.37037037037037	13	9079	ALL	9079	ALL	9079	1	ALL	9079	7714	ALL	9079	ALL
9095	TBX19	O60806	T-box 19	null	transcription factor; nucleic acid binding	0.748206243090118	0.37037037037037	13	9095	ALL	9095	ALL	9095	4	ALL	9095	2914	ALL	9095	ALL
9098	USP6	P35125	ubiquitin specific peptidase 6	null	null	0.739069513160894	0.296296296296296	13	9098	ALL	9098	ALL	9098	0	ALL	9098	6159	ALL	9098	ALL
9101	USP8	P40818	ubiquitin specific peptidase 8	Signal Transduction	null	0.739069513160894	0.185185185185185	13	9101	ALL	9101	ALL	9101	6	ALL	9101	5667	ALL	9101	ALL
9194	SLC16A7	O60669	solute carrier family 16 (monocarboxylate transporter), member 7	Transmembrane transport of small molecules	transporter	0.769277900758122	0.259259259259259	13	9194	ALL	9194	ALL	9194	3	ALL	9194	7351	ALL	9194	ALL
9247	GCM2	O75603	glial cells missing homolog 2 (Drosophila)	null	null	0.748206243090118	0.185185185185185	13	9247	ALL	9247	ALL	9247	4	ALL	9247	4120	ALL	9247	ALL
9342	SNAP29	O95721	synaptosomal-associated protein, 29kDa	null	membrane traffic protein	0.739069513160894	0.37037037037037	13	9342	ALL	9342	ALL	9342	1	ALL	9342	3715	ALL	9342	ALL
9404	LPXN	O60711	leupaxin	null	cytoskeletal protein	0.769277900758122	0.222222222222222	13	9404	ALL	9404	ALL	9404	3	ALL	9404	7213	ALL	9404	ALL
9663	LPIN2	Q92539	lipin 2	Cell Cycle; Metabolism	null	0.748206243090118	0.37037037037037	13	9663	ALL	9663	ALL	9663	5	ALL	9663	6724	ALL	9663	ALL
9705	ST18	O60284	suppression of tumorigenicity 18, zinc finger	null	transcription factor	0.730664536385224	0.37037037037037	13	9705	ALL	9705	ALL	9705	5	ALL	9705	8200	ALL	9705	ALL
9719	ADAMTSL2	Q86TH1	ADAMTS-like 2	Metabolism of proteins	protease; enzyme modulator; hydrolase; extracellular matrix protein	0.748206243090118	0.296296296296296	13	9719	ALL	9719	ALL	9719	7	ALL	9719	346	ALL	9719	ALL
9723	SEMA3E	O15041	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	Developmental Biology	signaling molecule	0.758214398374014	0.333333333333333	13	9723	ALL	9723	ALL	9723	2	ALL	9723	7855	ALL	9723	ALL
101930123	LOC101930123	O00418	eukaryotic elongation factor 2 kinase-like	Signal Transduction	transferase; kinase; chaperone	0.739069513160894	0.148148148148148	13	101930123	ALL	101930123	ALL	101930123	0	ALL	101930123	6954	ALL	101930123	ALL
102157402	AK6	Q9Y3D8	adenylate kinase 6	Metabolism	null	0.730664536385224	0.296296296296296	13	102157402	ALL	102157402	ALL	102157402	0	ALL	102157402	4209	ALL	102157402	ALL
100689229	H3F3AP3	null	H3 histone, family 3A pseudogene 3	null	null	0.739069513160894	0.481481481481481	13	100689229	ALL	100689229	ALL	100689229	0	ALL	100689229	7258	ALL	100689229	ALL
54902	TTC19	Q6DKK2	tetratricopeptide repeat domain 19	null	null	0.811854231769978	0.222222222222222	13	54902	ALL	54902	ALL	54902	3	ALL	54902	1353	ALL	54902	ALL
55214	P3H2	Q8IVL5	prolyl 3-hydroxylase 2	Extracellular matrix organization	extracellular matrix protein	0.748206243090118	0.222222222222222	13	55214	ALL	55214	ALL	55214	2	ALL	55214	7705	ALL	55214	ALL
55366	LGR4	Q9BXB1	leucine-rich repeat containing G protein-coupled receptor 4	Signal Transduction	extracellular matrix protein; receptor	0.748206243090118	0.444444444444444	13	55366	ALL	55366	ALL	55366	0	ALL	55366	6874	ALL	55366	ALL
55500	ETNK1	Q9HBU6	ethanolamine kinase 1	Metabolism	transferase; kinase	0.730664536385224	0.333333333333333	13	55500	ALL	55500	ALL	55500	0	ALL	55500	4201	ALL	55500	ALL
55510	DDX43	Q9NXZ2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	null	nucleic acid binding	0.739069513160894	0.333333333333333	13	55510	ALL	55510	ALL	55510	0	ALL	55510	4315	ALL	55510	ALL
55603	FAM46A	Q96IP4	family with sequence similarity 46, member A	null	null	0.739069513160894	0.333333333333333	13	55603	ALL	55603	ALL	55603	6	ALL	55603	6671	ALL	55603	ALL
55703	POLR3B	Q9NW08	polymerase (RNA) III (DNA directed) polypeptide B	Gene Expression; Immune System	transferase; nucleic acid binding	0.739069513160894	0.444444444444444	13	55703	ALL	55703	ALL	55703	10	ALL	55703	3695	ALL	55703	ALL
55749	CCAR1	Q8IX12	cell division cycle and apoptosis regulator 1	Gene Expression	calcium-binding protein	0.758214398374014	0.333333333333333	13	55749	ALL	55749	ALL	55749	0	ALL	55749	6159	ALL	55749	ALL
55799	CACNA2D3	Q8IZS8	calcium channel, voltage-dependent, alpha 2/delta subunit 3	Muscle contraction; Neuronal System	null	0.758214398374014	0.407407407407407	13	55799	ALL	55799	ALL	55799	1	ALL	55799	8808	ALL	55799	ALL
55902	ACSS2	Q9NR19	acyl-CoA synthetase short-chain family member 2	Metabolism	oxidoreductase; ligase	0.739069513160894	0.444444444444444	13	55902	ALL	55902	ALL	55902	0	ALL	55902	6380	ALL	55902	ALL
55907	CMAS	Q8NFW8	cytidine monophosphate N-acetylneuraminic acid synthetase	Metabolism of proteins	transferase	0.730664536385224	0.37037037037037	13	55907	ALL	55907	ALL	55907	0	ALL	55907	4144	ALL	55907	ALL
56672	AKIP1	Q9NQ31	A kinase (PRKA) interacting protein 1	null	null	0.739069513160894	0.259259259259259	13	56672	ALL	56672	ALL	56672	0	ALL	56672	7020	ALL	56672	ALL
56898	BDH2	Q9BUT1	3-hydroxybutyrate dehydrogenase, type 2	Metabolism	null	0.730664536385224	0.296296296296296	13	56898	ALL	56898	ALL	56898	0	ALL	56898	6603	ALL	56898	ALL
57094	CPA6	Q8N4T0	carboxypeptidase A6	null	protease; hydrolase	0.730664536385224	0.185185185185185	13	57094	ALL	57094	ALL	57094	2	ALL	57094	3743	ALL	57094	ALL
57110	HRASLS	Q9HDD0	HRAS-like suppressor	null	null	0.730664536385224	0.444444444444444	13	57110	ALL	57110	ALL	57110	0	ALL	57110	5516	ALL	57110	ALL
57118	CAMK1D	Q8IU85	calcium/calmodulin-dependent protein kinase ID	null	transferase; kinase	0.739069513160894	0.518518518518518	13	57118	ALL	57118	ALL	57118	16	ALL	57118	9467	ALL	57118	ALL
57419	SLC24A3	Q9HC58	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	Transmembrane transport of small molecules	transporter	0.758214398374014	0.296296296296296	13	57419	ALL	57419	ALL	57419	8	ALL	57419	5815	ALL	57419	ALL
57541	ZNF398	Q8TD17	zinc finger protein 398	Gene Expression	transcription factor	0.739069513160894	0.296296296296296	13	57541	ALL	57541	ALL	57541	0	ALL	57541	8211	ALL	57541	ALL
57560	IFT80	Q9P2H3	intraflagellar transport 80	Organelle biogenesis and maintenance	null	0.758214398374014	0.222222222222222	13	57560	ALL	57560	ALL	57560	3	ALL	57560	386	ALL	57560	ALL
57587	CFAP97	Q9P2B7	cilia and flagella associated protein 97	null	null	0.730664536385224	0.333333333333333	13	57587	ALL	57587	ALL	57587	0	ALL	57587	6753	ALL	57587	ALL
58189	WFDC1	Q9HC57	WAP four-disulfide core domain 1	null	null	0.748206243090118	0.37037037037037	13	58189	ALL	58189	ALL	58189	0	ALL	58189	7079	ALL	58189	ALL
58497	PRUNE	Q86TP1	prune exopolyphosphatase	null	null	0.748206243090118	0.111111111111111	13	58497	ALL	58497	ALL	58497	1	ALL	58497	6911	ALL	58497	ALL
59269	HIVEP3	Q5T1R4	human immunodeficiency virus type I enhancer binding protein 3	null	transcription factor; nucleic acid binding	0.748206243090118	0.37037037037037	13	59269	ALL	59269	ALL	59269	0	ALL	59269	8734	ALL	59269	ALL
59342	SCPEP1	Q9HB40	serine carboxypeptidase 1	null	protease; hydrolase	0.730664536385224	0.296296296296296	13	59342	ALL	59342	ALL	59342	1	ALL	59342	6018	ALL	59342	ALL
63978	PRDM14	Q9GZV8	PR domain containing 14	Developmental Biology	null	0.758214398374014	0.333333333333333	13	63978	ALL	63978	ALL	63978	1	ALL	63978	7044	ALL	63978	ALL
64065	PERP	Q96FX8	PERP, TP53 apoptosis effector	null	null	0.748206243090118	0.333333333333333	13	64065	ALL	64065	ALL	64065	0	ALL	64065	5454	ALL	64065	ALL
64078	SLC28A3	Q9HAS3	solute carrier family 28 (concentrative nucleoside transporter), member 3	Transmembrane transport of small molecules	transporter	0.739069513160894	0.37037037037037	13	64078	ALL	64078	ALL	64078	1	ALL	64078	6656	ALL	64078	ALL
64092	SAMSN1	Q9NSI8	SAM domain, SH3 domain and nuclear localization signals 1	null	null	0.758214398374014	0.407407407407407	13	64092	ALL	64092	ALL	64092	1	ALL	64092	6905	ALL	64092	ALL
64116	SLC39A8	Q9C0K1	solute carrier family 39 (zinc transporter), member 8	Transmembrane transport of small molecules	transporter	0.748206243090118	0.296296296296296	13	64116	ALL	64116	ALL	64116	2	ALL	64116	6626	ALL	64116	ALL
64771	C6orf106	Q9H6K1	chromosome 6 open reading frame 106	null	null	0.739069513160894	0.259259259259259	13	64771	ALL	64771	ALL	64771	1	ALL	64771	6349	ALL	64771	ALL
65010	SLC26A6	Q9BXS9	solute carrier family 26 (anion exchanger), member 6	Transmembrane transport of small molecules	transporter	0.730664536385224	0.407407407407407	13	65010	ALL	65010	ALL	65010	0	ALL	65010	3885	ALL	65010	ALL
65061	CDK15	Q96Q40	cyclin-dependent kinase 15	null	transferase; kinase	0.758214398374014	0.259259259259259	13	65061	ALL	65061	ALL	65061	1	ALL	65061	6666	ALL	65061	ALL
79176	FBXL15	Q9H469	F-box and leucine-rich repeat protein 15	null	null	0.748206243090118	0.296296296296296	13	79176	ALL	79176	ALL	79176	0	ALL	79176	6137	ALL	79176	ALL
79801	SHCBP1	Q8NEM2	SHC SH2-domain binding protein 1	null	null	0.748206243090118	0.37037037037037	13	79801	ALL	79801	ALL	79801	0	ALL	79801	5326	ALL	79801	ALL
79888	LPCAT1	Q8NF37	lysophosphatidylcholine acyltransferase 1	Metabolism	calcium-binding protein; transferase	0.769277900758122	0.185185185185185	13	79888	ALL	79888	ALL	79888	0	ALL	79888	6763	ALL	79888	ALL
80204	FBXO11	Q86XK2	F-box protein 11	null	ligase	0.758214398374014	0.259259259259259	13	80204	ALL	80204	ALL	80204	0	ALL	80204	6987	ALL	80204	ALL
80319	CXXC4	Q9H2H0	CXXC finger protein 4	Signal Transduction	null	0.758214398374014	0.259259259259259	13	80319	ALL	80319	ALL	80319	0	ALL	80319	7224	ALL	80319	ALL
80329	ULBP1	Q9BZM6	UL16 binding protein 1	Immune System	defense/immunity protein; receptor	0.739069513160894	0.296296296296296	13	80329	ALL	80329	ALL	80329	0	ALL	80329	6622	ALL	80329	ALL
80725	SRCIN1	Q9C0H9	SRC kinase signaling inhibitor 1	null	null	0.758214398374014	0.259259259259259	13	80725	ALL	80725	ALL	80725	1	ALL	80725	6913	ALL	80725	ALL
80854	SETD7	Q8WTS6	SET domain containing (lysine methyltransferase) 7	Chromatin organization	transferase; kinase	0.739069513160894	0.333333333333333	13	80854	ALL	80854	ALL	80854	0	ALL	80854	8653	ALL	80854	ALL
81030	ZBP1	Q9H171	Z-DNA binding protein 1	Immune System	null	0.748206243090118	0.259259259259259	13	81030	ALL	81030	ALL	81030	0	ALL	81030	7190	ALL	81030	ALL
81671	VMP1	Q96GC9	vacuole membrane protein 1	null	signaling molecule; receptor	0.748206243090118	0.222222222222222	13	81671	ALL	81671	ALL	81671	0	ALL	81671	5876	ALL	81671	ALL
81876	RAB1B	Q9H0U4	RAB1B, member RAS oncogene family	Cell Cycle; Metabolism of proteins; Vesicle-mediated transport	null	0.748206243090118	0.259259259259259	13	81876	ALL	81876	ALL	81876	0	ALL	81876	7296	ALL	81876	ALL
83715	ESPN	B1AK53	espin	null	cytoskeletal protein	0.758214398374014	0.222222222222222	13	83715	ALL	83715	ALL	83715	0	ALL	83715	2816	ALL	83715	ALL
83881	MIXL1	Q9H2W2	Mix paired-like homeobox	null	transcription factor; nucleic acid binding	0.730664536385224	0.333333333333333	13	83881	ALL	83881	ALL	83881	0	ALL	83881	3190	ALL	83881	ALL
84651	SPINK7	P58062	serine peptidase inhibitor, Kazal type 7 (putative)	null	enzyme modulator	0.758214398374014	0.148148148148148	13	84651	ALL	84651	ALL	84651	0	ALL	84651	6867	ALL	84651	ALL
84680	ACCS	Q96QU6	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	null	transferase	0.739069513160894	0.333333333333333	13	84680	ALL	84680	ALL	84680	1	ALL	84680	5769	ALL	84680	ALL
84870	RSPO3	Q9BXY4	R-spondin 3	Signal Transduction	null	0.739069513160894	0.259259259259259	13	84870	ALL	84870	ALL	84870	10	ALL	84870	8426	ALL	84870	ALL
85443	DCLK3	Q9C098	doublecortin-like kinase 3	null	transferase; kinase	0.748206243090118	0.333333333333333	13	85443	ALL	85443	ALL	85443	0	ALL	85443	5534	ALL	85443	ALL
89781	HPS4	Q9NQG7	Hermansky-Pudlak syndrome 4	null	null	0.730664536385224	0.407407407407407	13	89781	ALL	89781	ALL	89781	10	ALL	89781	2716	ALL	89781	ALL
90427	BMF	Q96LC9	Bcl2 modifying factor	Programmed Cell Death	null	0.748206243090118	0.259259259259259	13	90427	ALL	90427	ALL	90427	0	ALL	90427	4920	ALL	90427	ALL
91319	DERL3	Q96Q80	derlin 3	null	receptor	0.739069513160894	0.37037037037037	13	91319	ALL	91319	ALL	91319	0	ALL	91319	2628	ALL	91319	ALL
113452	TMEM54	Q969K7	transmembrane protein 54	null	null	0.748206243090118	0.296296296296296	13	113452	ALL	113452	ALL	113452	0	ALL	113452	7462	ALL	113452	ALL
114784	CSMD2	Q7Z408	CUB and Sushi multiple domains 2	null	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	0.769277900758122	0.148148148148148	13	114784	ALL	114784	ALL	114784	5	ALL	114784	6800	ALL	114784	ALL
116135	LRRC3B	Q96PB8	leucine rich repeat containing 3B	null	null	0.739069513160894	0.222222222222222	13	116135	ALL	116135	ALL	116135	0	ALL	116135	7804	ALL	116135	ALL
122664	TPPP2	P59282	tubulin polymerization-promoting protein family member 2	null	cytoskeletal protein	0.739069513160894	0.481481481481481	13	122664	ALL	122664	ALL	122664	0	ALL	122664	7258	ALL	122664	ALL
123041	SLC24A4	Q8NFF2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	Transmembrane transport of small molecules	transporter	0.739069513160894	0.37037037037037	13	123041	ALL	123041	ALL	123041	2	ALL	123041	7094	ALL	123041	ALL
124583	CANT1	Q8WVQ1	calcium activated nucleotidase 1	null	null	0.769277900758122	0.333333333333333	13	124583	ALL	124583	ALL	124583	16	ALL	124583	2204	ALL	124583	ALL
20	ABCA2	Q9BZC7	ATP-binding cassette, sub-family A (ABC1), member 2	Transmembrane transport of small molecules	transporter	0.739069513160894	0.407407407407407	13	20	ALL	20	ALL	20	0	ALL	20	6173	ALL	20	ALL
173	AFM	P43652	afamin	null	transfer/carrier protein	0.748206243090118	0.481481481481481	13	173	ALL	173	ALL	173	1	ALL	173	5931	ALL	173	ALL
205	AK4	P27144	adenylate kinase 4	Metabolism	transferase; kinase	0.781645844172749	0.37037037037037	13	205	ALL	205	ALL	205	1	ALL	205	7555	ALL	205	ALL
251	ALPPL2	P10696	alkaline phosphatase, placental-like 2	null	hydrolase; phosphatase	0.748206243090118	0.259259259259259	13	251	ALL	251	ALL	251	1	ALL	251	3774	ALL	251	ALL
263	AMDP1	null	adenosylmethionine decarboxylase pseudogene 1	null	null	0.769277900758122	0.185185185185185	13	263	ALL	263	ALL	263	0	ALL	263	973	ALL	263	ALL
320	APBA1	Q02410	amyloid beta (A4) precursor protein-binding, family A, member 1	Neuronal System	membrane traffic protein	0.739069513160894	0.333333333333333	13	320	ALL	320	ALL	320	0	ALL	320	7138	ALL	320	ALL
346	APOC4	P55056	apolipoprotein C-IV	null	null	0.758214398374014	0.222222222222222	13	346	ALL	346	ALL	346	0	ALL	346	5308	ALL	346	ALL
377	ARF3	P61204	ADP-ribosylation factor 3	Metabolism; Metabolism of proteins; Vesicle-mediated transport	enzyme modulator	0.748206243090118	0.296296296296296	13	377	ALL	377	ALL	377	0	ALL	377	7199	ALL	377	ALL
438	ASMT	P46597	acetylserotonin O-methyltransferase	Metabolism	transferase	0.739069513160894	0.333333333333333	13	438	ALL	438	ALL	438	2	ALL	438	2474	ALL	438	ALL
482	ATP1B2	P14415	ATPase, Na+/K+ transporting, beta 2 polypeptide	Hemostasis; Muscle contraction; Transmembrane transport of small molecules	transporter	0.730664536385224	0.296296296296296	13	482	ALL	482	ALL	482	1	ALL	482	6702	ALL	482	ALL
522	ATP5J	P18859	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	Metabolism	null	0.748206243090118	0.333333333333333	13	522	ALL	522	ALL	522	0	ALL	522	6370	ALL	522	ALL
525	ATP6V1B1	P15313	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	Immune System; Signal Transduction; Transmembrane transport of small molecules	transporter; hydrolase; receptor; nucleic acid binding	0.739069513160894	0.333333333333333	13	525	ALL	525	ALL	525	2	ALL	525	1618	ALL	525	ALL
575	BAI1	O14514	brain-specific angiogenesis inhibitor 1	null	defense/immunity protein; receptor	0.758214398374014	0.111111111111111	13	575	ALL	575	ALL	575	0	ALL	575	6679	ALL	575	ALL
642	BLMH	Q13867	bleomycin hydrolase	Immune System	null	0.748206243090118	0.37037037037037	13	642	ALL	642	ALL	642	0	ALL	642	6682	ALL	642	ALL
816	CAMK2B	Q13554	calcium/calmodulin-dependent protein kinase II beta	Cellular responses to stress; Developmental Biology; Immune System; Muscle contraction; Neuronal System; Signal Transduction;...	transferase; kinase	0.748206243090118	0.185185185185185	13	816	ALL	816	ALL	816	2	ALL	816	7144	ALL	816	ALL
904	CCNT1	O60563	cyclin T1	Gene Expression; Signal Transduction	transcription factor; enzyme modulator; nucleic acid binding	0.730664536385224	0.296296296296296	13	904	ALL	904	ALL	904	0	ALL	904	4479	ALL	904	ALL
984	CDK11B	P21127	cyclin-dependent kinase 11B	Cell Cycle	transferase; kinase	0.748206243090118	0.111111111111111	13	984	ALL	984	ALL	984	0	ALL	984	7040	ALL	984	ALL
1058	CENPA	P49450	centromere protein A	Cell Cycle; Signal Transduction	nucleic acid binding	0.739069513160894	0.259259259259259	13	1058	ALL	1058	ALL	1058	0	ALL	1058	7173	ALL	1058	ALL
1145	CHRNE	Q04844	cholinergic receptor, nicotinic, epsilon (muscle)	Neuronal System	transporter; receptor	0.748206243090118	0.333333333333333	13	1145	ALL	1145	ALL	1145	3	ALL	1145	3393	ALL	1145	ALL
1295	COL8A1	P27658	collagen, type VIII, alpha 1	Extracellular matrix organization	cell adhesion molecule; defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	0.758214398374014	0.333333333333333	13	1295	ALL	1295	ALL	1295	8	ALL	1295	7537	ALL	1295	ALL
